CustomerID,TransactionID,Category,Region,PaymentMethod,Amount
2059,130,Beauty,West,Debit Card,105.0
7668,131,Groceries,North,Debit Card,96.19
4157,132,Groceries,West,Debit Card,447.52
6915,133,Groceries,East,Debit Card,328.87
3693,134,Groceries,North,Cash,80.29
4627,135,Clothing,East,Mobile Pay,222.96
6450,136,Home,East,Cash,309.57
2663,137,Beauty,South,Mobile Pay,46.31
6592,138,Electronics,North,Debit Card,441.8
8392,139,Home,South,Credit Card,402.78
2306,140,Groceries,North,Cash,255.08
7776,141,Home,East,Credit Card,483.73
6864,142,Beauty,East,Cash,211.79
8526,143,Electronics,West,Debit Card,492.13
9901,144,Electronics,North,Cash,335.62
6575,145,Beauty,South,Debit Card,319.16
6530,146,Beauty,West,Cash,87.15
5413,147,Groceries,West,Debit Card,441.55
4748,148,Electronics,West,Debit Card,216.61
1663,149,Home,South,Mobile Pay,85.31
2998,150,Clothing,West,Debit Card,11.24
8994,151,Clothing,South,Mobile Pay,282.08
2495,152,Beauty,West,Debit Card,266.06
4304,153,Groceries,South,Credit Card,361.08
4763,154,Clothing,East,Debit Card,445.68
6232,155,Electronics,East,Credit Card,44.31
2853,156,Beauty,East,Credit Card,367.09
7585,157,Home,East,Debit Card,97.77
2291,158,Beauty,East,Credit Card,429.8
4581,159,Home,West,Mobile Pay,410.44
8554,160,Beauty,West,Cash,272.69
8280,161,Beauty,West,Debit Card,356.57
2636,162,Beauty,South,Credit Card,160.6
4696,163,Home,South,Debit Card,238.23
1698,164,Home,South,Mobile Pay,411.71
5737,165,Beauty,South,Debit Card,232.34
1854,166,Clothing,East,Debit Card,182.11
9164,167,Groceries,East,Credit Card,249.64
6855,168,Groceries,East,Mobile Pay,414.98
8392,169,Groceries,North,Cash,170.93
7528,170,Home,West,Cash,91.01
6249,171,Home,South,Credit Card,357.45
6172,172,Clothing,South,Debit Card,413.86
2707,173,Groceries,East,Credit Card,54.82
6791,174,Groceries,South,Credit Card,123.74
6535,175,Beauty,South,Credit Card,75.28
5931,176,Home,West,Debit Card,177.23
4510,177,Groceries,East,Mobile Pay,227.92
1202,178,Clothing,West,Credit Card,375.67
5218,179,Clothing,North,Debit Card,327.32
9958,180,Groceries,North,Mobile Pay,312.36
5389,181,Home,North,Credit Card,179.43
3327,182,Clothing,East,Cash,421.52
9004,183,Beauty,South,Mobile Pay,238.29
3931,184,Clothing,East,Credit Card,489.66
8777,185,Electronics,East,Mobile Pay,318.9
1197,186,Electronics,South,Mobile Pay,67.5
8125,187,Home,West,Mobile Pay,339.71
2930,188,Groceries,North,Mobile Pay,165.93
7287,189,Home,West,Mobile Pay,344.73
9800,190,Home,North,Mobile Pay,39.47
5282,191,Home,East,Credit Card,91.57
3511,192,Home,North,Cash,428.59
1659,193,Beauty,East,Debit Card,117.45
3811,194,Beauty,West,Mobile Pay,419.34
8098,195,Clothing,East,Debit Card,143.24
7546,196,Electronics,West,Credit Card,323.23
2986,197,Home,South,Mobile Pay,348.6
9338,198,Clothing,South,Cash,258.76
3911,199,Electronics,South,Debit Card,156.13
2734,200,Groceries,East,Mobile Pay,110.26
2843,201,Beauty,South,Credit Card,21.43
9680,202,Electronics,North,Cash,155.45
3976,203,Groceries,West,Debit Card,328.32
2959,204,Electronics,West,Debit Card,469.46
6759,205,Beauty,North,Mobile Pay,436.25
7694,206,Beauty,East,Cash,384.2
3385,207,Clothing,East,Cash,395.28
5736,208,Home,West,Cash,334.17
2802,209,Electronics,South,Cash,133.84
9155,210,Electronics,East,Credit Card,454.06
9120,211,Groceries,East,Cash,337.01
7616,212,Beauty,North,Debit Card,282.42
6534,213,Electronics,North,Debit Card,59.94
5061,214,Beauty,South,Credit Card,226.29
1262,215,Electronics,East,Debit Card,232.88
7287,216,Clothing,East,Debit Card,432.96
9815,217,Home,North,Cash,275.59
3049,218,Electronics,East,Debit Card,193.3
6423,219,Beauty,West,Credit Card,488.52
5548,220,Clothing,North,Cash,59.81
4108,221,Electronics,South,Mobile Pay,214.16
8158,222,Groceries,North,Cash,25.8
8400,223,Home,East,Credit Card,371.25
4170,224,Electronics,South,Cash,459.45
3255,225,Clothing,North,Cash,143.62
2154,226,Groceries,West,Credit Card,429.88
5499,227,Clothing,West,Cash,149.65
7295,228,Clothing,North,Credit Card,455.83
7197,229,Groceries,West,Credit Card,378.21
2648,230,Clothing,West,Mobile Pay,403.43
6539,231,Groceries,West,Debit Card,13.91
5199,232,Electronics,South,Debit Card,481.59
9445,233,Groceries,West,Cash,364.7
3557,234,Groceries,West,Cash,155.85
6592,235,Home,West,Mobile Pay,415.55
1098,236,Groceries,South,Mobile Pay,144.35
3200,237,Groceries,North,Mobile Pay,437.01
3961,238,Electronics,East,Credit Card,60.73
5973,239,Home,West,Mobile Pay,353.32
5433,240,Beauty,North,Mobile Pay,272.65
3869,241,Electronics,West,Cash,52.78
1956,242,Electronics,South,Mobile Pay,124.74
9352,243,Beauty,North,Credit Card,11.14
6699,244,Groceries,South,Credit Card,237.04
7944,245,Clothing,West,Cash,154.13
5493,246,Home,West,Mobile Pay,301.19
5911,247,Clothing,South,Mobile Pay,152.13
4987,248,Beauty,East,Credit Card,153.46
7015,249,Electronics,South,Mobile Pay,372.88
2218,250,Electronics,West,Mobile Pay,28.83
5496,251,Home,South,Mobile Pay,451.93
5735,252,Electronics,East,Debit Card,426.87
5555,253,Electronics,South,Cash,335.56
9050,254,Home,East,Debit Card,298.64
4446,255,Home,East,Cash,446.69
2045,256,Beauty,South,Credit Card,96.74
7893,257,Electronics,South,Mobile Pay,44.09
2693,258,Electronics,North,Cash,123.56
4436,259,Beauty,West,Debit Card,398.32
9754,260,Groceries,East,Mobile Pay,22.16
6895,261,Groceries,North,Credit Card,293.49
4354,262,Groceries,South,Cash,497.74
1225,263,Beauty,West,Cash,428.57
5893,264,Electronics,North,Cash,263.12
8022,265,Beauty,East,Mobile Pay,36.5
6600,266,Beauty,North,Debit Card,416.53
8996,267,Groceries,East,Debit Card,301.49
8683,268,Clothing,South,Cash,61.89
5642,269,Electronics,West,Credit Card,51.46
8679,270,Groceries,West,Credit Card,455.27
9208,271,Clothing,West,Debit Card,336.25
8339,272,Clothing,South,Credit Card,415.5
3205,273,Home,East,Debit Card,440.09
2069,274,Electronics,South,Cash,288.03
4444,275,Clothing,West,Debit Card,261.14
2060,276,Groceries,South,Debit Card,218.06
3327,277,Home,South,Cash,161.89
4420,278,Electronics,South,Credit Card,220.13
1301,279,Beauty,East,Debit Card,388.07
1606,280,Groceries,North,Debit Card,302.95
4170,281,Clothing,North,Cash,446.8
1699,282,Clothing,South,Credit Card,224.47
6088,283,Groceries,North,Debit Card,305.51
1190,284,Clothing,North,Cash,317.5
1980,285,Home,South,Debit Card,297.89
3975,286,Electronics,South,Mobile Pay,352.8
7102,287,Home,West,Cash,122.53
2184,288,Clothing,North,Credit Card,258.62
4327,289,Beauty,East,Credit Card,56.59
4394,290,Electronics,South,Credit Card,195.33
9319,291,Electronics,West,Credit Card,246.4
2816,292,Groceries,East,Debit Card,327.85
6854,293,Groceries,North,Debit Card,475.51
7709,294,Beauty,West,Credit Card,302.32
1569,295,Electronics,South,Credit Card,373.08
6442,296,Beauty,East,Credit Card,255.6
2895,297,Groceries,South,Debit Card,318.88
3733,298,Groceries,North,Credit Card,40.11
4863,299,Electronics,East,Credit Card,130.92
8455,300,Home,North,Mobile Pay,184.12
5014,301,Clothing,North,Mobile Pay,238.88
2686,302,Groceries,West,Credit Card,27.6
4009,303,Groceries,South,Cash,74.31
8806,304,Home,East,Credit Card,142.02
1154,305,Home,North,Mobile Pay,485.91
2409,306,Beauty,North,Cash,169.02
1784,307,Beauty,East,Cash,243.61
9096,308,Clothing,North,Credit Card,102.07
8560,309,Clothing,West,Mobile Pay,307.34
8343,310,Electronics,West,Mobile Pay,143.94
8206,311,Beauty,West,Cash,107.46
6596,312,Groceries,West,Credit Card,260.7
6801,313,Beauty,North,Debit Card,7.73
3806,314,Groceries,East,Debit Card,8.79
1537,315,Home,East,Mobile Pay,113.44
6986,316,Beauty,East,Debit Card,23.18
2841,317,Home,East,Mobile Pay,58.47
9716,318,Clothing,South,Mobile Pay,172.74
7971,319,Clothing,East,Mobile Pay,402.28
6625,320,Electronics,South,Debit Card,288.16
3950,321,Beauty,South,Mobile Pay,258.77
8992,322,Home,West,Cash,150.28
5780,323,Groceries,South,Credit Card,466.22
3368,324,Clothing,North,Credit Card,201.52
7655,325,Clothing,South,Mobile Pay,48.11
9173,326,Groceries,West,Credit Card,310.45
5495,327,Home,South,Debit Card,61.35
7002,328,Home,North,Debit Card,175.89
7614,329,Beauty,North,Credit Card,256.17
6919,330,Beauty,North,Debit Card,437.74
1853,331,Electronics,West,Credit Card,249.31
5146,332,Clothing,West,Credit Card,352.62
4769,333,Beauty,East,Credit Card,496.44
1574,334,Home,West,Mobile Pay,70.09
2148,335,Groceries,North,Credit Card,140.99
7293,336,Home,North,Mobile Pay,200.32
7457,337,Clothing,West,Credit Card,213.8
8509,338,Home,South,Credit Card,208.46
5777,339,Electronics,West,Credit Card,454.27
4854,340,Clothing,West,Debit Card,358.45
3491,341,Groceries,North,Mobile Pay,305.91
4124,342,Electronics,East,Mobile Pay,158.14
6691,343,Clothing,North,Credit Card,412.78
4051,344,Groceries,East,Credit Card,477.75
1004,345,Electronics,North,Debit Card,411.49
6222,346,Electronics,West,Debit Card,5.77
6315,347,Clothing,North,Debit Card,320.02
5869,348,Beauty,North,Mobile Pay,30.31
1876,349,Electronics,North,Mobile Pay,132.52
8027,350,Electronics,West,Mobile Pay,34.46
5142,351,Groceries,West,Credit Card,303.88
7966,352,Home,West,Mobile Pay,344.86
8079,353,Clothing,West,Cash,61.67
8987,354,Clothing,East,Cash,195.0
7799,355,Beauty,East,Debit Card,230.84
5465,356,Beauty,South,Mobile Pay,187.68
1635,357,Clothing,West,Cash,64.91
2693,358,Beauty,East,Debit Card,212.38
5752,359,Groceries,North,Mobile Pay,376.83
9311,360,Clothing,West,Credit Card,40.15
1830,361,Beauty,South,Cash,44.69
6177,362,Clothing,South,Credit Card,180.61
9932,363,Home,South,Mobile Pay,471.15
9308,364,Electronics,North,Cash,335.94
6949,365,Clothing,East,Mobile Pay,340.94
3838,366,Electronics,North,Credit Card,184.15
2150,367,Beauty,West,Cash,298.86
8560,368,Electronics,South,Credit Card,10.01
2931,369,Clothing,North,Mobile Pay,319.87
2664,370,Home,North,Mobile Pay,457.08
2081,371,Beauty,East,Credit Card,308.22
1512,372,Clothing,East,Cash,437.48
8805,373,Beauty,South,Credit Card,363.37
6237,374,Groceries,North,Mobile Pay,64.68
1559,375,Electronics,North,Credit Card,451.71
4672,376,Groceries,East,Mobile Pay,37.89
8404,377,Clothing,North,Credit Card,269.31
4343,378,Home,North,Cash,75.36
5070,379,Beauty,North,Cash,10.79
1580,380,Electronics,East,Credit Card,213.91
8004,381,Beauty,South,Credit Card,151.05
9130,382,Clothing,West,Cash,245.57
4147,383,Beauty,South,Mobile Pay,290.71
5249,384,Electronics,West,Cash,26.65
2679,385,Clothing,North,Mobile Pay,65.89
4506,386,Beauty,South,Credit Card,281.53
8253,387,Home,West,Credit Card,174.87
3744,388,Clothing,East,Mobile Pay,365.94
6188,389,Clothing,East,Credit Card,327.88
3141,390,Home,South,Mobile Pay,423.57
7617,391,Groceries,South,Debit Card,347.78
3479,392,Electronics,North,Cash,217.82
7484,393,Groceries,South,Debit Card,338.12
8421,394,Beauty,North,Mobile Pay,141.31
5452,395,Home,North,Cash,156.63
6881,396,Groceries,East,Mobile Pay,395.55
7665,397,Clothing,East,Cash,225.98
3849,398,Beauty,West,Cash,400.2
8390,399,Beauty,East,Cash,412.1
7905,400,Groceries,East,Cash,429.49
3489,401,Groceries,South,Mobile Pay,458.73
5611,402,Home,East,Cash,218.34
3839,403,Electronics,West,Cash,162.84
9527,404,Groceries,South,Debit Card,293.19
6878,405,Groceries,West,Credit Card,188.73
7303,406,Clothing,East,Credit Card,302.53
1851,407,Beauty,West,Debit Card,354.27
2687,408,Electronics,South,Debit Card,345.76
7833,409,Clothing,North,Mobile Pay,190.4
3427,410,Home,West,Mobile Pay,87.6
5000,411,Home,West,Mobile Pay,218.11
6052,412,Groceries,South,Debit Card,75.58
3738,413,Groceries,South,Debit Card,445.6
6732,414,Home,West,Cash,176.21
6387,415,Groceries,East,Mobile Pay,81.46
9002,416,Electronics,West,Mobile Pay,17.6
6536,417,Groceries,South,Mobile Pay,324.68
4913,418,Beauty,North,Credit Card,320.27
2066,419,Groceries,North,Cash,173.6
8723,420,Clothing,East,Mobile Pay,40.5
5380,421,Electronics,West,Mobile Pay,207.77
5107,422,Clothing,North,Mobile Pay,159.05
6726,423,Clothing,West,Credit Card,340.17
4373,424,Beauty,South,Credit Card,304.86
9945,425,Electronics,North,Debit Card,185.47
3082,426,Electronics,East,Cash,112.86
9967,427,Electronics,South,Debit Card,494.08
7748,428,Electronics,East,Cash,229.73
1417,429,Electronics,South,Credit Card,345.7
9306,430,Beauty,North,Mobile Pay,74.57
9808,431,Groceries,East,Debit Card,245.37
4974,432,Clothing,East,Mobile Pay,18.63
4267,433,Electronics,South,Debit Card,255.2
1825,434,Groceries,East,Credit Card,482.19
8668,435,Groceries,South,Credit Card,195.18
6745,436,Clothing,South,Credit Card,24.3
1412,437,Beauty,South,Debit Card,20.32
8543,438,Home,South,Cash,197.05
8587,439,Home,North,Debit Card,84.21
1728,440,Groceries,South,Cash,16.56
8164,441,Clothing,West,Debit Card,379.33
9867,442,Home,East,Debit Card,231.97
6988,443,Groceries,West,Credit Card,148.18
3504,444,Beauty,North,Mobile Pay,450.54
3967,445,Home,West,Mobile Pay,62.49
3786,446,Groceries,East,Cash,478.18
2122,447,Groceries,West,Mobile Pay,160.41
5079,448,Electronics,North,Debit Card,444.76
2571,449,Beauty,South,Debit Card,303.46
6073,450,Electronics,West,Credit Card,414.22
6104,451,Clothing,North,Credit Card,492.09
3143,452,Electronics,North,Mobile Pay,147.76
7806,453,Electronics,East,Cash,480.76
8357,454,Home,East,Mobile Pay,197.79
4440,455,Groceries,West,Mobile Pay,195.83
4766,456,Beauty,South,Mobile Pay,173.49
6644,457,Electronics,North,Mobile Pay,273.0
3914,458,Beauty,West,Debit Card,81.3
5968,459,Electronics,North,Cash,279.09
6917,460,Clothing,North,Debit Card,273.14
9787,461,Electronics,South,Cash,382.14
1728,462,Home,South,Credit Card,417.66
2365,463,Groceries,West,Mobile Pay,223.02
5492,464,Clothing,South,Debit Card,154.65
1698,465,Electronics,South,Cash,133.37
8186,466,Beauty,West,Credit Card,101.34
1395,467,Clothing,South,Credit Card,33.54
8400,468,Clothing,East,Mobile Pay,174.51
9082,469,Electronics,North,Cash,138.77
5171,470,Clothing,North,Debit Card,483.38
5360,471,Beauty,North,Mobile Pay,281.07
3502,472,Clothing,North,Debit Card,176.9
1717,473,Beauty,West,Credit Card,292.33
3782,474,Electronics,North,Debit Card,73.9
5946,475,Groceries,North,Debit Card,224.8
6486,476,Clothing,North,Mobile Pay,314.99
9335,477,Groceries,North,Debit Card,247.0
5980,478,Beauty,East,Mobile Pay,203.88
8266,479,Clothing,North,Credit Card,496.95
5491,480,Home,East,Mobile Pay,440.76
8192,481,Groceries,West,Mobile Pay,313.59
6588,482,Clothing,South,Cash,286.84
8651,483,Groceries,North,Debit Card,312.23
4636,484,Clothing,South,Credit Card,104.65
2167,485,Electronics,South,Mobile Pay,200.59
2062,486,Groceries,West,Credit Card,24.53
3156,487,Home,South,Cash,240.4
8860,488,Home,East,Debit Card,273.8
6161,489,Beauty,South,Mobile Pay,117.74
6305,490,Clothing,South,Debit Card,482.19
7541,491,Groceries,South,Cash,455.18
5729,492,Beauty,North,Cash,362.46
8330,493,Groceries,North,Credit Card,269.03
6334,494,Clothing,East,Mobile Pay,435.63
9924,495,Home,East,Credit Card,69.67
5330,496,Electronics,North,Cash,396.3
9010,497,Home,East,Debit Card,66.79
7801,498,Beauty,North,Credit Card,398.13
5846,499,Electronics,West,Credit Card,141.5
7731,500,Beauty,South,Debit Card,439.16
8241,501,Clothing,South,Credit Card,472.3
1953,502,Electronics,East,Debit Card,78.65
3539,503,Beauty,North,Mobile Pay,234.02
8056,504,Clothing,North,Debit Card,490.59
2542,505,Home,East,Mobile Pay,244.29
6293,506,Clothing,North,Debit Card,432.46
2191,507,Groceries,West,Cash,296.42
7313,508,Clothing,South,Cash,190.79
7938,509,Clothing,East,Mobile Pay,146.46
3681,510,Groceries,East,Mobile Pay,105.6
2540,511,Beauty,North,Cash,382.09
7172,512,Beauty,East,Mobile Pay,196.34
6541,513,Clothing,West,Debit Card,258.08
2365,514,Groceries,North,Debit Card,248.7
9691,515,Groceries,North,Cash,290.75
9702,516,Home,North,Credit Card,433.46
8494,517,Beauty,North,Debit Card,490.47
5312,518,Electronics,West,Mobile Pay,206.75
2324,519,Beauty,North,Credit Card,414.62
4141,520,Beauty,East,Credit Card,383.44
8419,521,Home,West,Debit Card,288.9
4486,522,Electronics,South,Debit Card,478.24
2810,523,Home,South,Credit Card,104.23
7588,524,Electronics,East,Credit Card,59.09
3923,525,Clothing,East,Cash,427.71
6301,526,Electronics,West,Mobile Pay,222.38
5186,527,Home,South,Cash,424.25
9905,528,Beauty,South,Debit Card,447.08
6977,529,Electronics,South,Cash,35.92
5268,530,Electronics,South,Cash,442.32
5748,531,Groceries,South,Cash,226.92
5849,532,Beauty,North,Cash,257.66
4709,533,Clothing,East,Mobile Pay,315.16
7619,534,Home,North,Mobile Pay,463.56
9647,535,Clothing,South,Credit Card,14.46
4072,536,Beauty,West,Debit Card,241.04
7530,537,Electronics,West,Cash,345.42
1504,538,Electronics,South,Credit Card,362.74
2214,539,Beauty,South,Credit Card,347.8
2531,540,Electronics,West,Credit Card,71.55
8576,541,Electronics,North,Mobile Pay,153.2
1823,542,Electronics,North,Cash,182.56
1928,543,Home,South,Cash,403.2
6029,544,Home,North,Debit Card,142.99
1133,545,Groceries,West,Cash,109.3
3105,546,Clothing,North,Cash,478.94
4627,547,Beauty,South,Credit Card,9.39
7316,548,Beauty,West,Debit Card,498.92
2852,549,Beauty,North,Cash,340.03
5910,550,Groceries,East,Mobile Pay,415.09
5175,551,Home,West,Cash,150.84
6348,552,Groceries,West,Credit Card,12.09
7190,553,Beauty,East,Mobile Pay,370.25
2256,554,Clothing,East,Credit Card,417.9
4376,555,Electronics,West,Cash,371.54
6645,556,Home,East,Mobile Pay,75.71
4486,557,Home,South,Debit Card,377.95
4584,558,Groceries,South,Debit Card,385.62
9053,559,Home,South,Mobile Pay,330.98
4330,560,Beauty,West,Mobile Pay,384.23
3703,561,Beauty,East,Credit Card,423.73
9662,562,Groceries,East,Mobile Pay,308.73
9120,563,Beauty,North,Credit Card,48.86
8114,564,Clothing,North,Cash,246.38
2353,565,Groceries,East,Credit Card,43.44
6063,566,Clothing,East,Mobile Pay,206.73
9549,567,Electronics,East,Mobile Pay,206.52
8575,568,Clothing,West,Cash,37.67
1667,569,Electronics,East,Mobile Pay,177.67
5468,570,Electronics,North,Mobile Pay,59.94
7819,571,Clothing,West,Debit Card,405.08
4719,572,Groceries,East,Debit Card,474.11
3745,573,Beauty,North,Cash,40.8
8483,574,Beauty,West,Credit Card,477.78
1539,575,Electronics,East,Debit Card,263.68
5964,576,Electronics,East,Credit Card,153.29
5835,577,Groceries,East,Mobile Pay,43.05
4775,578,Home,West,Debit Card,252.81
7042,579,Clothing,North,Cash,398.29
8102,580,Electronics,North,Cash,355.01
8312,581,Beauty,South,Cash,29.86
6320,582,Groceries,East,Debit Card,41.09
7132,583,Clothing,South,Credit Card,204.42
8891,584,Groceries,South,Mobile Pay,151.17
3779,585,Clothing,North,Credit Card,120.03
1924,586,Clothing,West,Credit Card,144.1
2581,587,Electronics,West,Mobile Pay,402.72
8714,588,Groceries,North,Mobile Pay,464.97
4324,589,Groceries,West,Debit Card,205.53
6713,590,Beauty,South,Debit Card,453.52
8026,591,Beauty,East,Debit Card,164.14
1255,592,Electronics,North,Debit Card,240.84
5804,593,Electronics,East,Debit Card,116.88
2838,594,Home,West,Mobile Pay,322.04
1009,595,Beauty,East,Credit Card,489.6
3871,596,Clothing,West,Debit Card,303.73
9989,597,Groceries,West,Debit Card,182.12
8409,598,Electronics,South,Credit Card,325.67
8418,599,Groceries,West,Debit Card,65.85
6124,600,Groceries,South,Credit Card,444.89
2015,601,Home,South,Credit Card,254.03
3193,602,Beauty,South,Mobile Pay,227.43
9415,603,Electronics,North,Cash,295.0
8449,604,Groceries,North,Mobile Pay,314.27
5158,605,Electronics,West,Cash,40.53
4925,606,Clothing,South,Cash,342.9
7970,607,Home,North,Cash,124.76
7938,608,Clothing,South,Debit Card,358.41
5784,609,Electronics,East,Mobile Pay,412.15
5000,610,Electronics,East,Cash,402.96
2633,611,Beauty,East,Credit Card,278.49
8266,612,Groceries,West,Debit Card,262.48
9702,613,Groceries,South,Mobile Pay,75.72
1384,614,Clothing,East,Cash,388.8
1404,615,Home,North,Credit Card,139.35
9175,616,Groceries,East,Mobile Pay,250.86
3000,617,Beauty,East,Mobile Pay,145.72
6989,618,Clothing,East,Debit Card,71.25
2460,619,Clothing,West,Mobile Pay,316.63
8190,620,Beauty,North,Debit Card,31.89
8140,621,Home,South,Cash,375.58
4636,622,Beauty,North,Debit Card,162.21
5809,623,Home,South,Credit Card,5.07
5178,624,Beauty,West,Debit Card,258.01
8245,625,Beauty,West,Credit Card,28.19
7600,626,Electronics,West,Debit Card,141.7
6997,627,Clothing,West,Mobile Pay,354.95
3048,628,Beauty,South,Cash,36.03
5780,629,Beauty,East,Credit Card,420.47
1716,630,Groceries,South,Debit Card,6.89
8939,631,Clothing,North,Debit Card,127.18
6565,632,Groceries,West,Debit Card,371.75
5544,633,Clothing,West,Mobile Pay,161.55
5976,634,Groceries,North,Mobile Pay,55.44
4419,635,Beauty,South,Credit Card,183.32
8239,636,Beauty,East,Credit Card,138.84
1249,637,Electronics,East,Mobile Pay,422.14
9865,638,Groceries,North,Credit Card,160.11
1770,639,Home,East,Cash,395.52
5363,640,Electronics,South,Cash,446.48
